Det,AFPC Comments,LastName,FirstName,MI,SSN,DOB,DOC,AFSC,Branch
114,,MARSHALL,LAURA,T,491753781,11/5/1991,27/10/2013,31P1,USAF
815,,ORTIZ,JEFFREY,U,749371747,23/08/1977,8/2/2000,63A1,USAF
304,,MURRAY,CYNTHIA,V,408036915,4/12/1988,22/05/2011,17D1S,USSF
927,,FREEMAN,RYAN,W,609004531,16/03/1983,1/9/2005,1A0X1,USAF
412,,WELLS,KATHLEEN,X,535194023,28/06/1994,13/12/2016,1C0X2,USAF
119,,WEBB,JACOB,Y,985565192,9/10/1975,27/03/1998,13S1,USSF
890,,SIMPSON,AMY,Z,858700940,21/01/1989,9/7/2011,3D0X2,USAF
512,,STEVENS,GARY,A,913175923,3/5/1980,19/10/2002,11F3,USAF
203,,TUCKER,SHIRLEY,B,71830671,15/08/1991,1/2/2014,62E1S,USSF
712,,PORTER,NICHOLAS,C,180162403,27/11/1985,15/05/2008,17D1,USAF
389,,HUNTER,ANGELA,D,155819173,9/3/1979,25/08/2001,14N1,USAF
921,,HICKS,ERIC,E,510990703,21/06/1990,7/12/2012,62E1S,USAF
510,,CRAWFORD,HELEN,F,103931093,3/10/1981,20/03/2004,13S3,USSF
114,,BOYD,JONATHAN,G,264708442,15/01/1992,2/7/2014,21A1,USAF
815,,MASON,ANNA,H,657875913,27/04/1983,13/10/2005,32E1S,USAF
304,,BURNS,STEPHEN,I,111402702,9/8/1994,25/01/2017,13S1,USSF
927,,GARDNER,BRENDA,J,608155119,21/11/1978,9/5/2001,11M3,USAF
412,,PAYNE,LARRY,K,059248194,3/3/1989,19/08/2011,17S1,USAF
119,,PALMER,PAMELA,L,474694245,15/06/1980,1/12/2002,5C0X1,USSF
890,,STONE,JUSTIN,M,718093379,27/09/1991,15/03/2014,14N1,USAF
512,,NICHOLS,NICOLE,N,002597709,9/1/1986,27/06/2008,31P1,USAF
203,,WARREN,BENJAMIN,O,592835053,21/04/1977,7/10/1999,63A1,USAF
712,,STEWART,SAMANTHA,P,974487183,3/8/1988,20/01/2011,17D1S,USSF
389,,MORRISON,SAMUEL,Q,187893842,15/11/1982,2/5/2005,1A0X1,USAF
921,,SMITH,KATHERINE,R,399532493,27/02/1993,15/08/2015,1C0X2,USAF
510,,JOHNSON,GREGORY,S,827416722,9/6/1984,25/11/2006,13S1,USSF
114,,WILLIAMS,EMMA,T,573305652,21/09/1975,9/3/1998,3D0X2,USAF
815,,BROWN,ALEXANDER,U,453553651,3/1/1986,20/06/2008,11F3,USAF
304,,JONES,RUTH,V,847584884,15/04/1991,1/10/2013,62E1S,USSF
927,,GARCIA,FRANK,W,288730539,27/07/1982,12/1/2005,17D1,USAF
412,,MILLER,CHRISTINE,X,879945276,8/11/1993,25/04/2016,14N1,USAF
119,,DAVIS,PATRICK,Y,093811001,20/02/1980,7/8/2002,62E1S,USAF
890,,RODRIGUEZ,DEBRA,Z,342773712,4/6/1991,20/11/2013,13S3,USSF
512,,MARTINEZ,RAYMOND,A,636608074,16/09/1976,3/3/1999,21A1,USAF
203,,HERNANDEZ,RACHEL,B,617180727,28/12/1987,15/06/2010,32E1S,USAF
712,,LOPEZ,JACK,C,906895103,11/4/1982,27/09/2004,13S1,USSF
389,,GONZALEZ,CAROLYN,D,157001288,23/07/1993,8/1/2016,11M3,USAF
921,,WILSON,DENNIS,E,081117878,4/11/1984,21/04/2007,17S1,USAF
510,,ANDERSON,JANET,F,985181730,16/02/1995,4/8/2017,5C0X1,USSF
114,,THOMAS,JERRY,G,833658682,28/05/1979,13/11/2001,14N1,USAF
815,,TAYLOR,MARIA,H,105475181,9/9/1990,25/02/2013,31P1,USAF
304,,MOORE,TYLER,I,436409347,21/12/1981,8/6/2004,63A1,USAF
927,,JACKSON,HEATHER,J,747968791,3/4/1992,19/09/2014,17D1S,USSF
412,,MARTIN,AARON,K,404042157,15/07/1983,1/1/2006,1A0X1,USAF
119,,LEE,HELENA,L,399789511,27/10/1994,14/04/2017,1C0X2,USAF
890,,PEREZ,JAMES,M,346561398,8/2/1985,26/07/2007,13S1,USSF
512,,THOMPSON,MARY,N,661957155,20/05/1991,5/11/2013,3D0X2,USAF
203,,WHITE,ROBERT,O,552820319,1/9/1976,18/02/1999,11F3,USAF
712,,HARRIS,PATRICIA,P,878697633,13/12/1987,30/05/2010,62E1S,USSF
389,,SANCHEZ,JOHN,Q,843820668,25/03/1982,10/9/2004,17D1,USAF
921,,CLARK,JENNIFER,R,473366078,6/7/1993,22/12/2015,14N1,USAF
510,,RAMIREZ,MICHAEL,S,695229809,18/10/1984,5/4/2007,62E1S,USAF
114,,LEWIS,LINDA,T,856457938,30/01/1995,18/07/2017,13S3,USSF
815,,ROBINSON,DAVID,U,446310639,11/5/1979,27/10/2001,21A1,USAF
304,,WALKER,ELIZABETH,V,765071090,23/08/1990,8/2/2013,32E1S,USAF
927,,YOUNG,WILLIAM,W,585731111,4/12/1981,22/05/2004,13S1,USSF
412,,ALLEN,BARBARA,X,947516809,16/03/1992,1/9/2014,11M3,USAF
119,,KING,RICHARD,Y,094841866,28/06/1983,14/12/2005,17S1,USAF
890,,WRIGHT,SUSAN,Z,603662268,9/10/1994,27/03/2017,5C0X1,USSF
512,,SCOTT,JOSEPH,A,903239685,21/01/1977,9/7/1999,14N1,USAF
203,,TORRES,JESSICA,B,663913812,3/5/1988,19/10/2010,31P1,USAF
712,,NGUYEN,THOMAS,C,156021256,15/08/1982,1/2/2005,63A1,USAF
389,,HILL,SARAH,D,420406036,27/11/1993,15/05/2016,17D1S,USSF
921,,FLORES,CHARLES,E,134814909,9/3/1980,25/08/2002,1A0X1,USAF
510,,GREEN,KAREN,F,616115856,21/06/1991,7/12/2013,1C0X2,USAF
114,,ADAMS,CHRISTOPHER,G,237004954,3/10/1985,21/03/2008,13S1,USSF
815,,NELSON,NANCY,H,786721198,15/01/1992,2/7/2014,3D0X2,USAF
304,,BAKER,DANIEL,I,196540300,27/04/1979,13/10/2001,11F3,USAF
927,,HALL,LISA,J,810357560,9/8/1994,25/01/2017,62E1S,USSF
412,,RIVERA,MATTHEW,K,436180214,21/11/1981,9/5/2003,17D1,USAF
119,,CAMPBELL,BETTY,L,356935641,3/3/1992,19/08/2014,14N1,USAF
890,,MITCHELL,ANTHONY,M,381713663,15/06/1983,1/12/2005,62E1S,USAF
512,,CARTER,MARGARET,N,938162419,27/09/1994,15/03/2017,13S3,USSF
203,,ROBERTS,MARK,O,263447534,9/1/1976,27/06/1998,21A1,USAF
712,,GOMEZ,SANDRA,P,738837129,21/04/1987,7/10/2009,32E1S,USAF
389,,PHILLIPS,DONALD,Q,655898221,3/8/1982,20/01/2004,13S1,USSF
921,,EVANS,ASHLEY,R,054373811,15/11/1993,2/5/2015,11M3,USAF
510,,DIAZ,PAUL,S,702809543,27/02/1980,15/08/2002,17S1,USAF
114,,HOWARD,KIMBERLY,T,153766456,9/6/1991,25/11/2013,5C0X1,USSF
815,,WEST,STEVEN,U,074735169,21/09/1984,9/3/2007,14N1,USAF
304,,JORDAN,DONNA,V,443506135,3/1/1995,20/06/2017,31P1,USAF
927,,OWENS,ANDREW,W,655264829,15/04/1978,1/10/2000,63A1,USAF
412,,REYNOLDS,EMILY,X,673908171,27/07/1989,12/1/2012,17D1S,USSF
119,,FISHER,KENNETH,Y,845718928,8/11/1980,26/04/2002,1A0X1,USAF
890,,ELLIS,MICHELLE,Z,347560721,20/02/1995,8/8/2017,1C0X2,USAF
512,,HARRISON,JOSHUA,A,687048478,4/6/1986,20/11/2008,13S1,USSF
203,,GIBSON,CAROL,B,759895441,16/09/1977,4/3/2000,3D0X2,USAF
712,,MCDONALD,KEVIN,C,211088962,28/12/1992,15/06/2014,11F3,USAF
389,,CRUZ,AMANDA,D,379463946,11/4/1983,27/09/2005,62E1S,USSF
921,,MARSHALL,BRIAN,E,094483301,23/07/1994,8/1/2017,17D1,USAF
510,,ORTIZ,MELISSA,F,821761446,4/11/1979,21/04/2001,14N1,USAF
114,,MURRAY,GEORGE,G,863763599,16/02/1990,4/8/2012,62E1S,USAF
815,,FREEMAN,DEBORAH,H,410644613,28/05/1981,13/11/2003,13S3,USSF
304,,WELLS,EDWARD,I,961040669,9/9/1992,25/02/2015,21A1,USAF
927,,WEBB,STEPHANIE,J,512716668,21/12/1983,8/6/2006,32E1S,USAF
412,,SIMPSON,RONALD,K,294525201,3/4/1995,19/09/2017,13S1,USSF
119,,STEVENS,REBECCA,L,859454146,15/07/1976,31/12/1998,11M3,USAF
890,,TUCKER,TIMOTHY,M,888883963,27/10/1987,14/04/2010,17S1,USAF
512,,PORTER,SHARON,N,446671233,8/2/1994,26/07/2016,5C0X1,USSF
203,,HUNTER,JASON,O,333438122,20/05/1975,5/11/1997,14N1,USAF
712,,HICKS,LAURA,P,506390635,1/9/1986,17/02/2009,31P1,USAF
389,,CRAWFORD,JEFFREY,Q,995348903,13/12/1991,30/05/2013,63A1,USAF
921,,BOYD,CYNTHIA,R,228073977,25/03/1982,10/9/2004,17D1S,USSF
510,,MASON,RYAN,S,825175050,6/7/1993,22/12/2015,1A0X1,USAF
